record_id,window_id,cluster_id,task_class,MI,composite,assigned_node,reason,latency_ms,energy_mj
200,338,1,1,1854,0.3456,edge-south,qsopoa_allocated,93.7,1.879
200,339,0,0,1002,0.1383,edge-west,qsopoa_allocated,51.1,1.012
200,340,1,1,1911,0.357,edge-north,qsopoa_allocated,96.55,1.936
200,341,1,1,1951,0.3649,edge-north,qsopoa_allocated,98.55,1.976
200,342,1,1,2043,0.3834,edge-north,qsopoa_allocated,103.15,2.068
200,343,1,1,2010,0.3767,edge-north,qsopoa_allocated,101.5,2.035
200,344,1,1,2006,0.376,edge-south,qsopoa_allocated,101.3,2.031
200,345,0,0,1120,0.2184,edge-north,qsopoa_allocated,57.0,1.13
200,346,1,1,2178,0.4103,edge-north,qsopoa_allocated,109.9,2.203
200,347,1,1,1833,0.3413,edge-west,qsopoa_allocated,92.65,1.858
200,348,1,1,1883,0.3514,edge-central,qsopoa_allocated,95.15,1.908
200,349,1,1,2195,0.4138,edge-central,qsopoa_allocated,110.75,2.22
200,350,1,1,2058,0.3864,edge-north,qsopoa_allocated,103.9,2.083
200,351,1,1,1956,0.3659,edge-central,qsopoa_allocated,98.8,1.981
200,352,1,1,1812,0.3371,edge-central,qsopoa_allocated,91.6,1.837
200,353,1,1,1779,0.3306,edge-north,qsopoa_allocated,89.95,1.804
200,354,1,1,1983,0.3714,edge-north,qsopoa_allocated,100.15,2.008
200,355,1,1,1924,0.3595,edge-central,qsopoa_allocated,97.2,1.949
200,356,1,1,2026,0.38,edge-central,qsopoa_allocated,102.3,2.051
200,357,1,1,2192,0.4132,edge-central,qsopoa_allocated,110.6,2.217
200,358,1,1,1624,0.2995,edge-north,qsopoa_allocated,82.2,1.649
200,359,1,1,1942,0.3632,edge-south,qsopoa_allocated,98.1,1.967
200,360,1,1,2208,0.4164,edge-north,qsopoa_allocated,111.4,2.233
201,0,1,1,1705,0.3158,edge-south,qsopoa_allocated,86.25,1.73
201,1,0,0,1107,0.2099,edge-west,qsopoa_allocated,56.35,1.117
201,2,1,1,1861,0.3469,edge-south,qsopoa_allocated,94.05,1.886
201,3,1,1,1746,0.3239,edge-west,qsopoa_allocated,88.3,1.771
201,4,1,1,1905,0.3558,edge-west,qsopoa_allocated,96.25,1.93
201,5,1,1,1957,0.3662,edge-north,qsopoa_allocated,98.85,1.982
201,6,1,1,1913,0.3573,edge-south,qsopoa_allocated,96.65,1.938
201,7,1,1,1928,0.3603,edge-west,qsopoa_allocated,97.4,1.953
201,8,1,1,1985,0.3718,edge-south,qsopoa_allocated,100.25,2.01
201,9,1,1,1984,0.3715,edge-central,qsopoa_allocated,100.2,2.009
201,10,1,1,1876,0.35,edge-west,qsopoa_allocated,94.8,1.901
201,11,1,1,1922,0.3592,edge-central,qsopoa_allocated,97.1,1.947
201,12,1,1,1961,0.367,edge-west,qsopoa_allocated,99.05,1.986
201,13,1,1,1896,0.354,edge-west,qsopoa_allocated,95.8,1.921
201,14,1,1,1661,0.3069,edge-south,qsopoa_allocated,84.05,1.686
201,15,1,1,1894,0.3536,edge-south,qsopoa_allocated,95.7,1.919
201,16,1,1,2005,0.3758,edge-north,qsopoa_allocated,101.25,2.03
201,17,1,1,1812,0.3371,edge-north,qsopoa_allocated,91.6,1.837
201,18,1,1,2047,0.3842,edge-central,qsopoa_allocated,103.35,2.072
201,19,1,1,1993,0.3734,edge-south,qsopoa_allocated,100.65,2.018
201,20,1,1,1909,0.3566,edge-central,qsopoa_allocated,96.45,1.934
201,21,0,0,1110,0.2116,edge-west,qsopoa_allocated,56.5,1.12
201,22,1,1,1881,0.3509,edge-west,qsopoa_allocated,95.05,1.906
201,23,1,1,1910,0.3567,edge-west,qsopoa_allocated,96.5,1.935
201,24,1,1,1902,0.3551,edge-central,qsopoa_allocated,96.1,1.927
201,25,1,1,1884,0.3515,edge-north,qsopoa_allocated,95.2,1.909
201,26,1,1,1579,0.2906,edge-central,qsopoa_allocated,79.95,1.604
201,27,1,1,1920,0.3588,edge-south,qsopoa_allocated,97.0,1.945
201,28,1,1,1894,0.3535,edge-central,qsopoa_allocated,95.7,1.919
201,29,1,1,1884,0.3515,edge-central,qsopoa_allocated,95.2,1.909
201,30,1,1,1953,0.3654,edge-north,qsopoa_allocated,98.65,1.978
201,31,1,1,1836,0.3419,edge-south,qsopoa_allocated,92.8,1.861
201,32,1,1,1973,0.3694,edge-north,qsopoa_allocated,99.65,1.998
201,33,0,0,1158,0.2447,edge-central,qsopoa_allocated,58.9,1.168
201,34,1,1,1811,0.3369,edge-north,qsopoa_allocated,91.55,1.836
201,35,1,1,1914,0.3576,edge-central,qsopoa_allocated,96.7,1.939
201,36,1,1,1820,0.3387,edge-central,qsopoa_allocated,92.0,1.845
201,37,1,1,1906,0.356,edge-central,qsopoa_allocated,96.3,1.931
201,38,1,1,1951,0.3649,edge-north,qsopoa_allocated,98.55,1.976
201,39,1,1,2087,0.3922,edge-south,qsopoa_allocated,105.35,2.112
201,40,1,1,1971,0.369,edge-central,qsopoa_allocated,99.55,1.996
201,41,1,1,1814,0.3376,edge-west,qsopoa_allocated,91.7,1.839
201,42,1,1,1963,0.3674,edge-west,qsopoa_allocated,99.15,1.988
201,43,1,1,1904,0.3555,edge-north,qsopoa_allocated,96.2,1.929
201,44,1,1,1807,0.3362,edge-south,qsopoa_allocated,91.35,1.832
201,45,0,0,1178,0.2583,edge-west,qsopoa_allocated,59.9,1.188
201,46,0,0,1177,0.2575,edge-north,qsopoa_allocated,59.85,1.187
201,47,1,1,1926,0.3599,edge-north,qsopoa_allocated,97.3,1.951
201,48,0,0,1188,0.2653,edge-central,qsopoa_allocated,60.4,1.198
201,49,1,1,1934,0.3616,edge-west,qsopoa_allocated,97.7,1.959
201,50,1,1,1529,0.2805,edge-south,qsopoa_allocated,77.45,1.554
201,51,1,1,1862,0.3472,edge-south,qsopoa_allocated,94.1,1.887
201,52,1,1,1908,0.3563,edge-central,qsopoa_allocated,96.4,1.933
201,53,1,1,1865,0.3478,edge-central,qsopoa_allocated,94.25,1.89
201,54,1,1,1786,0.3319,edge-north,qsopoa_allocated,90.3,1.811
201,55,0,0,1181,0.2599,edge-central,qsopoa_allocated,60.05,1.191
201,56,1,1,1676,0.31,edge-north,qsopoa_allocated,84.8,1.701
201,57,0,0,1162,0.2474,edge-central,qsopoa_allocated,59.1,1.172
201,58,1,1,1848,0.3444,edge-north,qsopoa_allocated,93.4,1.873
201,59,1,1,1903,0.3554,edge-central,qsopoa_allocated,96.15,1.928
201,60,1,1,1913,0.3574,edge-central,qsopoa_allocated,96.65,1.938
201,61,1,1,1845,0.3437,edge-central,qsopoa_allocated,93.25,1.87
201,62,1,1,1841,0.343,edge-central,qsopoa_allocated,93.05,1.866
201,63,1,1,1941,0.3629,edge-central,qsopoa_allocated,98.05,1.966
201,64,1,1,1879,0.3505,edge-north,qsopoa_allocated,94.95,1.904
201,65,1,1,1981,0.3709,edge-central,qsopoa_allocated,100.05,2.006
201,66,1,1,1809,0.3365,edge-west,qsopoa_allocated,91.45,1.834
201,67,0,0,1165,0.2496,edge-south,qsopoa_allocated,59.25,1.175
201,68,1,1,1873,0.3494,edge-north,qsopoa_allocated,94.65,1.898
201,69,1,1,1888,0.3524,edge-west,qsopoa_allocated,95.4,1.913
201,70,1,1,1905,0.3557,edge-north,qsopoa_allocated,96.25,1.93
201,71,1,1,1975,0.3698,edge-central,qsopoa_allocated,99.75,2.0
201,72,1,1,1955,0.3657,edge-south,qsopoa_allocated,98.75,1.98
201,73,1,1,1865,0.3477,edge-west,qsopoa_allocated,94.25,1.89
201,74,1,1,1833,0.3414,edge-central,qsopoa_allocated,92.65,1.858
201,75,0,0,1115,0.2151,edge-central,qsopoa_allocated,56.75,1.125
201,76,1,1,1964,0.3676,edge-central,qsopoa_allocated,99.2,1.989
201,77,1,1,1793,0.3334,edge-west,qsopoa_allocated,90.65,1.818
201,78,1,2,3104,0.4381,edge-north,qsopoa_allocated,156.2,3.144
201,79,1,1,1750,0.3247,edge-south,qsopoa_allocated,88.5,1.775
201,80,1,2,3591,0.5355,edge-west,qsopoa_allocated,180.55,3.631
201,81,0,0,947,0.1006,edge-south,qsopoa_allocated,48.35,0.957
201,82,0,0,988,0.1288,edge-central,qsopoa_allocated,50.4,0.998
201,83,0,0,998,0.1357,edge-north,qsopoa_allocated,50.9,1.008
201,84,0,0,1000,0.1369,edge-central,qsopoa_allocated,51.0,1.01
201,85,1,1,1796,0.334,edge-central,qsopoa_allocated,90.8,1.821
201,86,1,1,1780,0.3308,edge-west,qsopoa_allocated,90.0,1.805
201,87,1,1,1779,0.3306,edge-north,qsopoa_allocated,89.95,1.804
201,88,0,0,1009,0.1428,edge-north,qsopoa_allocated,51.45,1.019
201,89,1,2,3778,0.5728,edge-south,qsopoa_allocated,189.9,3.818
201,90,0,0,1114,0.2143,edge-west,qsopoa_allocated,56.7,1.124
201,91,1,1,1776,0.33,edge-north,qsopoa_allocated,89.8,1.801
201,92,1,1,1779,0.3305,edge-west,qsopoa_allocated,89.95,1.804
201,93,1,1,1768,0.3283,edge-west,qsopoa_allocated,89.4,1.793
201,94,1,1,1707,0.3162,edge-north,qsopoa_allocated,86.35,1.732
201,95,1,1,2001,0.375,edge-central,qsopoa_allocated,101.05,2.026
201,96,1,1,2010,0.3767,edge-north,qsopoa_allocated,101.5,2.035
201,97,1,1,1957,0.3662,edge-north,qsopoa_allocated,98.85,1.982
201,98,1,1,1941,0.363,edge-north,qsopoa_allocated,98.05,1.966
201,99,1,1,1974,0.3695,edge-central,qsopoa_allocated,99.7,1.999
201,100,1,1,2032,0.3811,edge-central,qsopoa_allocated,102.6,2.057
201,101,1,1,1910,0.3568,edge-north,qsopoa_allocated,96.5,1.935
201,102,1,1,2000,0.3747,edge-west,qsopoa_allocated,101.0,2.025
201,103,1,1,2007,0.3761,edge-south,qsopoa_allocated,101.35,2.032
201,104,1,1,1808,0.3363,edge-central,qsopoa_allocated,91.4,1.833
201,105,1,1,1801,0.3349,edge-north,qsopoa_allocated,91.05,1.826
201,106,1,1,2030,0.3807,edge-west,qsopoa_allocated,102.5,2.055
201,107,0,0,910,0.0753,edge-west,qsopoa_allocated,46.5,0.92
201,108,0,0,1149,0.2384,edge-north,qsopoa_allocated,58.45,1.159
201,109,1,1,1947,0.3641,edge-south,qsopoa_allocated,98.35,1.972
201,110,1,1,1988,0.3724,edge-south,qsopoa_allocated,100.4,2.013
201,111,1,1,1958,0.3664,edge-south,qsopoa_allocated,98.9,1.983
201,112,1,1,2057,0.3862,edge-central,qsopoa_allocated,103.85,2.082
201,113,1,1,1730,0.3207,edge-south,qsopoa_allocated,87.5,1.755
201,114,1,1,1787,0.3321,edge-south,qsopoa_allocated,90.35,1.812
201,115,1,1,1807,0.3362,edge-south,qsopoa_allocated,91.35,1.832
201,116,1,1,1790,0.3327,edge-north,qsopoa_allocated,90.5,1.815
201,117,1,1,2080,0.3908,edge-central,qsopoa_allocated,105.0,2.105
201,118,1,1,1825,0.3397,edge-south,qsopoa_allocated,92.25,1.85
201,119,1,1,1919,0.3585,edge-central,qsopoa_allocated,96.95,1.944
201,120,1,1,1802,0.3351,edge-north,qsopoa_allocated,91.1,1.827
201,121,1,1,1849,0.3445,edge-south,qsopoa_allocated,93.45,1.874
201,122,1,1,1848,0.3444,edge-west,qsopoa_allocated,93.4,1.873
201,123,1,1,1888,0.3523,edge-central,qsopoa_allocated,95.4,1.913
201,124,0,0,959,0.1085,edge-west,qsopoa_allocated,48.95,0.969
201,125,1,1,1700,0.3147,edge-south,qsopoa_allocated,86.0,1.725
201,126,0,0,971,0.117,edge-south,qsopoa_allocated,49.55,0.981
201,127,1,1,1727,0.3202,edge-south,qsopoa_allocated,87.35,1.752
201,128,1,2,3053,0.4278,edge-north,qsopoa_allocated,153.65,3.093
201,129,1,1,1867,0.3481,edge-north,qsopoa_allocated,94.35,1.892
201,130,1,1,1826,0.34,edge-south,qsopoa_allocated,92.3,1.851
201,131,1,1,1734,0.3215,edge-north,qsopoa_allocated,87.7,1.759
201,132,1,1,1732,0.3211,edge-south,qsopoa_allocated,87.6,1.757
201,133,1,1,1803,0.3353,edge-central,qsopoa_allocated,91.15,1.828
201,134,1,1,2002,0.3752,edge-central,qsopoa_allocated,101.1,2.027
201,135,1,1,1785,0.3317,edge-central,qsopoa_allocated,90.25,1.81
201,136,1,1,1686,0.312,edge-west,qsopoa_allocated,85.3,1.711
201,137,1,1,1768,0.3283,edge-north,qsopoa_allocated,89.4,1.793
201,138,1,1,1982,0.3711,edge-west,qsopoa_allocated,100.1,2.007
201,139,1,1,1881,0.3509,edge-north,qsopoa_allocated,95.05,1.906
201,140,1,1,1894,0.3535,edge-south,qsopoa_allocated,95.7,1.919
201,141,1,1,1995,0.3738,edge-central,qsopoa_allocated,100.75,2.02
201,142,1,1,1798,0.3344,edge-north,qsopoa_allocated,90.9,1.823
201,143,1,1,1729,0.3205,edge-north,qsopoa_allocated,87.45,1.754
201,144,1,1,1772,0.3291,edge-west,qsopoa_allocated,89.6,1.797
201,145,1,1,1827,0.3402,edge-south,qsopoa_allocated,92.35,1.852
201,146,1,1,1884,0.3516,edge-south,qsopoa_allocated,95.2,1.909
201,147,1,1,1746,0.324,edge-south,qsopoa_allocated,88.3,1.771
201,148,1,1,1785,0.3318,edge-south,qsopoa_allocated,90.25,1.81
201,149,1,1,1902,0.3552,edge-central,qsopoa_allocated,96.1,1.927
201,150,1,1,1826,0.34,edge-south,qsopoa_allocated,92.3,1.851
201,151,0,0,1124,0.2213,edge-central,qsopoa_allocated,57.2,1.134
201,152,1,1,1821,0.339,edge-central,qsopoa_allocated,92.05,1.846
201,153,1,1,1839,0.3425,edge-central,qsopoa_allocated,92.95,1.864
201,154,1,2,3115,0.4402,edge-central,qsopoa_allocated,156.75,3.155
201,155,1,1,1720,0.3188,edge-north,qsopoa_allocated,87.0,1.745
201,156,1,1,1837,0.3421,edge-north,qsopoa_allocated,92.85,1.862
201,157,1,1,1746,0.3239,edge-west,qsopoa_allocated,88.3,1.771
201,158,1,1,2077,0.3901,edge-west,qsopoa_allocated,104.85,2.102
201,159,1,1,2038,0.3824,edge-south,qsopoa_allocated,102.9,2.063
201,160,1,1,1696,0.314,edge-south,qsopoa_allocated,85.8,1.721
201,161,1,1,1749,0.3245,edge-central,qsopoa_allocated,88.45,1.774
201,162,1,1,2066,0.388,edge-west,qsopoa_allocated,104.3,2.091
201,163,1,1,1728,0.3204,edge-south,qsopoa_allocated,87.4,1.753
201,164,1,1,1812,0.3371,edge-north,qsopoa_allocated,91.6,1.837
201,165,1,1,1928,0.3604,edge-south,qsopoa_allocated,97.4,1.953
201,166,1,1,1840,0.3427,edge-west,qsopoa_allocated,93.0,1.865
201,167,1,1,1763,0.3273,edge-south,qsopoa_allocated,89.15,1.788
201,168,1,1,1807,0.3361,edge-north,qsopoa_allocated,91.35,1.832
201,169,1,1,1750,0.3247,edge-south,qsopoa_allocated,88.5,1.775
201,170,1,1,1778,0.3303,edge-south,qsopoa_allocated,89.9,1.803
201,171,1,1,1703,0.3154,edge-south,qsopoa_allocated,86.15,1.728
201,172,1,1,1738,0.3224,edge-south,qsopoa_allocated,87.9,1.763
201,173,1,1,1770,0.3287,edge-central,qsopoa_allocated,89.5,1.795
201,174,1,1,2041,0.383,edge-north,qsopoa_allocated,103.05,2.066
201,175,1,1,1750,0.3247,edge-north,qsopoa_allocated,88.5,1.775
201,176,1,1,1797,0.3341,edge-central,qsopoa_allocated,90.85,1.822
201,177,1,1,1903,0.3553,edge-central,qsopoa_allocated,96.15,1.928
201,178,1,1,1719,0.3185,edge-west,qsopoa_allocated,86.95,1.744
201,179,1,1,1804,0.3356,edge-central,qsopoa_allocated,91.2,1.829
201,180,1,2,3090,0.4353,edge-west,qsopoa_allocated,155.5,3.13
201,181,1,1,1812,0.3372,edge-north,qsopoa_allocated,91.6,1.837
201,182,1,1,1848,0.3444,edge-central,qsopoa_allocated,93.4,1.873
201,183,1,2,3107,0.4387,edge-west,qsopoa_allocated,156.35,3.147
201,184,1,1,1878,0.3503,edge-south,qsopoa_allocated,94.9,1.903
201,185,1,1,1788,0.3323,edge-west,qsopoa_allocated,90.4,1.813
201,186,1,1,2002,0.3752,edge-central,qsopoa_allocated,101.1,2.027
201,187,1,1,1765,0.3277,edge-north,qsopoa_allocated,89.25,1.79
201,188,1,1,1767,0.3282,edge-central,qsopoa_allocated,89.35,1.792
201,189,1,1,1882,0.3512,edge-central,qsopoa_allocated,95.1,1.907
201,190,1,1,1767,0.3282,edge-north,qsopoa_allocated,89.35,1.792
201,191,1,1,1696,0.314,edge-central,qsopoa_allocated,85.8,1.721
201,192,1,1,1755,0.3257,edge-south,qsopoa_allocated,88.75,1.78
201,193,1,1,1685,0.3117,edge-west,qsopoa_allocated,85.25,1.71
201,194,1,2,3003,0.4179,edge-central,qsopoa_allocated,151.15,3.043
201,195,1,1,1762,0.3272,edge-central,qsopoa_allocated,89.1,1.787
201,196,1,2,3045,0.4262,edge-north,qsopoa_allocated,153.25,3.085
201,197,1,1,1793,0.3333,edge-north,qsopoa_allocated,90.65,1.818
201,198,1,1,1808,0.3363,edge-south,qsopoa_allocated,91.4,1.833
201,199,1,1,1768,0.3284,edge-south,qsopoa_allocated,89.4,1.793
201,200,1,1,1837,0.3422,edge-west,qsopoa_allocated,92.85,1.862
201,201,1,1,1787,0.3321,edge-central,qsopoa_allocated,90.35,1.812
201,202,0,0,971,0.1172,edge-west,qsopoa_allocated,49.55,0.981
201,203,1,1,1819,0.3385,edge-south,qsopoa_allocated,91.95,1.844
201,204,1,1,1693,0.3134,edge-north,qsopoa_allocated,85.65,1.718
201,205,1,1,1741,0.3229,edge-west,qsopoa_allocated,88.05,1.766
201,206,1,1,1938,0.3624,edge-west,qsopoa_allocated,97.9,1.963
201,207,1,1,1763,0.3274,edge-central,qsopoa_allocated,89.15,1.788
201,208,1,1,1680,0.3107,edge-west,qsopoa_allocated,85.0,1.705
201,209,1,1,1770,0.3287,edge-west,qsopoa_allocated,89.5,1.795
201,210,1,1,1755,0.3258,edge-south,qsopoa_allocated,88.75,1.78
201,211,1,1,1776,0.3299,edge-west,qsopoa_allocated,89.8,1.801
201,212,1,1,1759,0.3265,edge-west,qsopoa_allocated,88.95,1.784
201,213,1,2,3094,0.4361,edge-south,qsopoa_allocated,155.7,3.134
201,214,1,1,1842,0.3431,edge-south,qsopoa_allocated,93.1,1.867
201,215,1,1,1877,0.3501,edge-south,qsopoa_allocated,94.85,1.902
201,216,1,1,1723,0.3194,edge-south,qsopoa_allocated,87.15,1.748
201,217,1,1,1797,0.3341,edge-south,qsopoa_allocated,90.85,1.822
201,218,1,1,1800,0.3348,edge-south,qsopoa_allocated,91.0,1.825
201,219,1,2,3325,0.4822,edge-west,qsopoa_allocated,167.25,3.365
201,220,1,2,3776,0.5724,edge-west,qsopoa_allocated,189.8,3.816
201,221,1,1,1983,0.3714,edge-west,qsopoa_allocated,100.15,2.008
201,222,1,1,1895,0.3537,edge-north,qsopoa_allocated,95.75,1.92
201,223,1,1,1853,0.3453,edge-south,qsopoa_allocated,93.65,1.878
201,224,1,2,3163,0.4499,edge-west,qsopoa_allocated,159.15,3.203
201,225,1,1,1930,0.3608,edge-north,qsopoa_allocated,97.5,1.955
201,226,1,1,2124,0.3996,edge-north,qsopoa_allocated,107.2,2.149
201,227,1,1,1784,0.3315,edge-west,qsopoa_allocated,90.2,1.809
201,228,0,0,1010,0.1437,edge-central,qsopoa_allocated,51.5,1.02
201,229,1,1,1909,0.3565,edge-central,qsopoa_allocated,96.45,1.934
201,230,1,1,1804,0.3356,edge-north,qsopoa_allocated,91.2,1.829
201,231,1,1,1758,0.3263,edge-west,qsopoa_allocated,88.9,1.783
201,232,1,1,1959,0.3666,edge-south,qsopoa_allocated,98.95,1.984
201,233,1,1,1817,0.3382,edge-north,qsopoa_allocated,91.85,1.842
201,234,1,1,1965,0.3678,edge-south,qsopoa_allocated,99.25,1.99
201,235,1,1,1729,0.3205,edge-central,qsopoa_allocated,87.45,1.754
201,236,1,1,1751,0.325,edge-west,qsopoa_allocated,88.55,1.776
201,237,1,1,1787,0.3322,edge-south,qsopoa_allocated,90.35,1.812
201,238,1,1,1853,0.3453,edge-south,qsopoa_allocated,93.65,1.878
201,239,1,1,1740,0.3228,edge-central,qsopoa_allocated,88.0,1.765
201,240,1,1,1719,0.3185,edge-central,qsopoa_allocated,86.95,1.744
201,241,1,1,1788,0.3324,edge-west,qsopoa_allocated,90.4,1.813
201,242,1,1,1811,0.3369,edge-west,qsopoa_allocated,91.55,1.836
201,243,1,1,1925,0.3598,edge-west,qsopoa_allocated,97.25,1.95
201,244,1,1,1844,0.3435,edge-west,qsopoa_allocated,93.2,1.869
201,245,1,1,1766,0.3279,edge-north,qsopoa_allocated,89.3,1.791
201,246,1,1,1933,0.3613,edge-north,qsopoa_allocated,97.65,1.958
201,247,1,1,1722,0.3192,edge-west,qsopoa_allocated,87.1,1.747
201,248,1,1,1724,0.3195,edge-south,qsopoa_allocated,87.2,1.749
201,249,1,1,1756,0.326,edge-west,qsopoa_allocated,88.8,1.781
201,250,1,1,1811,0.3369,edge-north,qsopoa_allocated,91.55,1.836
201,251,1,1,1731,0.3209,edge-south,qsopoa_allocated,87.55,1.756
201,252,1,2,3941,0.6054,edge-central,qsopoa_allocated,198.05,3.981
201,253,1,1,1841,0.3429,edge-west,qsopoa_allocated,93.05,1.866
201,254,1,1,1755,0.3257,edge-central,qsopoa_allocated,88.75,1.78
201,255,1,1,1806,0.336,edge-west,qsopoa_allocated,91.3,1.831
201,256,1,1,1958,0.3664,edge-north,qsopoa_allocated,98.9,1.983
201,257,1,1,1745,0.3238,edge-north,qsopoa_allocated,88.25,1.77
201,258,1,1,1886,0.352,edge-south,qsopoa_allocated,95.3,1.911
201,259,1,1,1789,0.3326,edge-central,qsopoa_allocated,90.45,1.814
201,260,1,1,2002,0.3752,edge-south,qsopoa_allocated,101.1,2.027
201,261,1,1,1694,0.3135,edge-south,qsopoa_allocated,85.7,1.719
201,262,1,1,1706,0.316,edge-west,qsopoa_allocated,86.3,1.731
201,263,1,1,2016,0.378,edge-central,qsopoa_allocated,101.8,2.041
201,264,1,1,1718,0.3184,edge-south,qsopoa_allocated,86.9,1.743
201,265,1,1,1745,0.3237,edge-central,qsopoa_allocated,88.25,1.77
201,266,1,1,1738,0.3224,edge-west,qsopoa_allocated,87.9,1.763
201,267,1,1,1655,0.3057,edge-north,qsopoa_allocated,83.75,1.68
201,268,1,1,1834,0.3416,edge-central,qsopoa_allocated,92.7,1.859
201,269,1,1,1801,0.335,edge-south,qsopoa_allocated,91.05,1.826
201,270,1,1,1774,0.3296,edge-central,qsopoa_allocated,89.7,1.799
201,271,1,1,1680,0.3108,edge-north,qsopoa_allocated,85.0,1.705
201,272,1,1,1716,0.3179,edge-south,qsopoa_allocated,86.8,1.741
201,273,1,1,1960,0.3667,edge-central,qsopoa_allocated,99.0,1.985
201,274,1,1,1695,0.3138,edge-west,qsopoa_allocated,85.75,1.72
201,275,1,1,1738,0.3223,edge-north,qsopoa_allocated,87.9,1.763
201,276,1,1,1768,0.3284,edge-north,qsopoa_allocated,89.4,1.793
201,277,1,1,2034,0.3815,edge-central,qsopoa_allocated,102.7,2.059
201,278,1,1,2210,0.4167,edge-north,qsopoa_allocated,111.5,2.235
201,279,1,1,1739,0.3226,edge-west,qsopoa_allocated,87.95,1.764
201,280,1,1,1749,0.3245,edge-north,qsopoa_allocated,88.45,1.774
201,281,0,0,1011,0.1446,edge-central,qsopoa_allocated,51.55,1.021
201,282,1,1,1968,0.3684,edge-south,qsopoa_allocated,99.4,1.993
201,283,1,1,1692,0.3132,edge-south,qsopoa_allocated,85.6,1.717
201,284,1,1,1829,0.3406,edge-west,qsopoa_allocated,92.45,1.854
201,285,1,1,1828,0.3404,edge-central,qsopoa_allocated,92.4,1.853
201,286,1,1,1697,0.3142,edge-central,qsopoa_allocated,85.85,1.722
201,287,1,1,1762,0.3272,edge-west,qsopoa_allocated,89.1,1.787
201,288,0,0,1065,0.1811,edge-north,qsopoa_allocated,54.25,1.075
201,289,1,1,1918,0.3584,edge-west,qsopoa_allocated,96.9,1.943
201,290,1,1,1790,0.3328,edge-central,qsopoa_allocated,90.5,1.815
201,291,1,1,1860,0.3467,edge-north,qsopoa_allocated,94.0,1.885
201,292,1,2,3129,0.443,edge-west,qsopoa_allocated,157.45,3.169
201,293,1,1,1792,0.3332,edge-west,qsopoa_allocated,90.6,1.817
201,294,1,1,1841,0.343,edge-north,qsopoa_allocated,93.05,1.866
201,295,1,2,3029,0.423,edge-north,qsopoa_allocated,152.45,3.069
201,296,1,1,1749,0.3245,edge-central,qsopoa_allocated,88.45,1.774
201,297,1,1,2177,0.4101,edge-north,qsopoa_allocated,109.85,2.202
201,298,1,1,1983,0.3714,edge-west,qsopoa_allocated,100.15,2.008
201,299,1,1,1998,0.3743,edge-west,qsopoa_allocated,100.9,2.023
201,300,1,1,1908,0.3563,edge-west,qsopoa_allocated,96.4,1.933
201,301,1,1,1755,0.3258,edge-central,qsopoa_allocated,88.75,1.78
201,302,1,1,1821,0.3389,edge-central,qsopoa_allocated,92.05,1.846
201,303,1,1,1785,0.3317,edge-south,qsopoa_allocated,90.25,1.81
201,304,1,1,1937,0.3621,edge-west,qsopoa_allocated,97.85,1.962
201,305,1,1,1760,0.3267,edge-south,qsopoa_allocated,89.0,1.785
201,306,1,1,1743,0.3233,edge-north,qsopoa_allocated,88.15,1.768
201,307,1,1,1718,0.3184,edge-central,qsopoa_allocated,86.9,1.743
201,308,1,1,1812,0.3371,edge-west,qsopoa_allocated,91.6,1.837
201,309,1,2,3468,0.5109,edge-north,qsopoa_allocated,174.4,3.508
201,310,1,1,1957,0.3661,edge-south,qsopoa_allocated,98.85,1.982
201,311,1,1,1770,0.3288,edge-north,qsopoa_allocated,89.5,1.795
201,312,1,1,1967,0.3682,edge-south,qsopoa_allocated,99.35,1.992
201,313,1,1,1769,0.3286,edge-west,qsopoa_allocated,89.45,1.794
201,314,1,1,2183,0.4114,edge-north,qsopoa_allocated,110.15,2.208
201,315,1,1,1751,0.3249,edge-west,qsopoa_allocated,88.55,1.776
201,316,1,1,1740,0.3228,edge-north,qsopoa_allocated,88.0,1.765
201,317,1,1,1890,0.3528,edge-north,qsopoa_allocated,95.5,1.915
201,318,1,1,1736,0.3219,edge-west,qsopoa_allocated,87.8,1.761
201,319,1,1,2014,0.3775,edge-central,qsopoa_allocated,101.7,2.039
201,320,1,1,1991,0.3729,edge-west,qsopoa_allocated,100.55,2.016
201,321,1,1,1928,0.3603,edge-west,qsopoa_allocated,97.4,1.953
201,322,1,1,1939,0.3625,edge-west,qsopoa_allocated,97.95,1.964
201,323,1,1,2152,0.4051,edge-north,qsopoa_allocated,108.6,2.177
201,324,1,1,1968,0.3684,edge-central,qsopoa_allocated,99.4,1.993
201,325,1,1,1873,0.3493,edge-south,qsopoa_allocated,94.65,1.898
201,326,1,1,2005,0.3758,edge-north,qsopoa_allocated,101.25,2.03
201,327,1,1,1919,0.3585,edge-west,qsopoa_allocated,96.95,1.944
201,328,1,1,1914,0.3575,edge-south,qsopoa_allocated,96.7,1.939
201,329,1,1,1955,0.3657,edge-north,qsopoa_allocated,98.75,1.98
201,330,1,1,2017,0.3782,edge-central,qsopoa_allocated,101.85,2.042
201,331,1,1,1943,0.3633,edge-west,qsopoa_allocated,98.15,1.968
201,332,1,1,1800,0.3347,edge-south,qsopoa_allocated,91.0,1.825
201,333,1,1,1915,0.3577,edge-north,qsopoa_allocated,96.75,1.94
201,334,1,1,1926,0.36,edge-central,qsopoa_allocated,97.3,1.951
